ID,WorkflowStep,WorkflowStepStatus,WorkflowStepOutcome,ReasonName,InspectionBegin,InspectionFinish,InstallationDate,MeasureName,Installer,Inspector,PassedQty,FailedQty,IncentiveAmount,InstalledMeasureQty,UnitOfMeasure,FailCodes
855906,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-01,3/6/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
855906,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-01,3/6/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
887060,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-14,8/11/2023,ENERGY STAR® Solar Thermal Water Heating System,Installer 7135,Inspector 7138,1,0,4500,1,Each,
852105,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-08,4/17/2023,Pool Heaters,Installer 7301,Inspector 7138,1,0,400,1,Each,
188659,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-09-08,5/6/2023,Pool Heaters,Installer 7135,Inspector 7135,1,0,400,1,Each,
886501,Inspection,Work Completed,Work Complete,,8/31/2023,2023-09-08,8/11/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,"Tankless Water Heater <200 kBtu/hr (Small), Tier 4 (>=0.96 UEF)",Installer 7497,Inspector 7135,199.9,0,1655.17,199.9,Cap-kBTUh,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
906252,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-30,7/28/2023,Therm-Based Compensation,Installer 7497,Inspector 7135,1,0,2624.17,1,Each,
886725,Inspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,8/11/2023,Energy Star Dryer,Installer 7135,Inspector 7316,1,0,70,1,Each,
695271,Inspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,7/10/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,0,0,Each,
695271,Inspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,7/10/2023,Existing Equipment,Installer 7135,Inspector 7138,0,1,0,0,Each,
859428,Reinspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,7/12/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7136,Inspector 7135,1,0,1900,1,Each,
473017,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-18,2/10/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,0,0,Each,
473017,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-18,2/10/2023,Existing Equipment,Installer 7135,Inspector 7138,0,1,0,0,Each,
885178,Inspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,6/2/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,0,0,Each,
885178,Inspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,6/2/2023,Existing Equipment,Installer 7135,Inspector 7138,0,1,0,0,Each,
882477,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-01,8/8/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,800,1,Each,
885570,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-14,7/14/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
885570,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-14,7/14/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
885122,Inspection,Work Completed,Work Complete,,8/27/2023,2023-08-31,6/30/2023,Pool Heaters,Installer 7135,Inspector 7316,1,0,400,1,Each,
882682,Inspection,Work Completed,Work Complete,,9/6/2023,2023-09-14,8/10/2023,Pool Heaters,Installer 7135,Inspector 7138,1,0,400,1,Each,
882626,Inspection,Work Completed,Work Complete,,8/27/2023,2023-09-18,8/9/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,0,0,Each,
882588,Inspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,8/1/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
882514,Inspection,Work Completed,Work Complete,,8/26/2023,2023-09-13,7/3/2023,Energy Star Dryer,Installer 7135,Inspector 7138,0,1,0,0,Each,
882141,Inspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,5/23/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
881619,Inspection,Work Completed,Work Complete,,8/28/2023,2023-09-13,7/27/2023,Energy Star Dryer,Installer 7135,Inspector 7138,0,1,0,0,Each,
20118,Inspection,Work Completed,Work Complete,,8/28/2023,2023-08-31,8/24/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
79595,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/18/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
79595,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/18/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
79353,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/24/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
79353,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/24/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
79073,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/24/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
79073,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/24/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
78831,Inspection,Work Completed,Work Complete,,8/25/2023,2023-09-07,8/22/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
78831,Inspection,Work Completed,Work Complete,,8/25/2023,2023-09-07,8/22/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
78551,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/23/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
78551,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/23/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
78235,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/23/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7138,1,0,400,1,Each,
645111,Reinspection,Work Completed,Work Complete,,8/25/2023,2023-08-29,6/15/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
859875,Inspection,Work Completed,Work Complete,,8/25/2023,2023-09-18,8/7/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,0,1,0,0,Each,
851080,Inspection,Work Completed,Work Complete,,8/25/2023,2023-09-08,7/2/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
844577,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-28,7/30/2023,Energy Star Dryer,Installer 7316,Inspector 7316,1,0,70,1,Each,
600597,Reinspection,Work Completed,Work Complete,,8/25/2023,2023-08-25,5/17/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,1200,1,Each,
845863,Inspection,Work Completed,Work Complete,,8/25/2023,2023-09-01,6/29/2023,Tankless Water Heaters,Installer 7316,Inspector 7135,0,1,1200,1,Each,
846291,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/1/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,1,0,1000,1,Each,
846291,Inspection,Work Completed,Work Complete,,8/25/2023,2023-08-31,8/1/2023,Existing Equipment,Installer 7316,Inspector 7138,1,0,0,1,Each,
22988,Inspection,Work Completed,Work Complete,,8/24/2023,2023-08-28,8/24/2023,Pool Heaters,Installer 7135,Inspector 7316,1,0,400,1,Each,
951381,Inspection,Work Completed,Work Complete,,8/24/2023,2023-09-07,8/23/2023,ENERGY STAR® Solar Thermal Water Heating System,Installer 7135,Inspector 7138,1,0,4500,1,Each,
843534,Inspection,Work Completed,Work Complete,,8/24/2023,2023-08-29,1/1/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,1,0,600,1,Each,
843534,Inspection,Work Completed,Work Complete,,8/24/2023,2023-08-29,1/1/2023,Existing Equipment,Installer 7316,Inspector 7138,1,0,0,1,Each,
700302,Reinspection,Work Completed,Work Complete,,8/24/2023,2023-08-25,6/6/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7536,Inspector 7135,1,0,425,1,Each,
700302,Reinspection,Work Completed,Work Complete,,8/24/2023,2023-08-25,6/6/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7536,Inspector 7135,1,0,425,1,Each,
848192,Inspection,Work Completed,Work Complete,,8/24/2023,2023-08-30,2/17/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,1,0,1000,1,Each,
848192,Inspection,Work Completed,Work Complete,,8/24/2023,2023-08-30,2/17/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,1,0,1000,1,Each,
859428,Reinspection,Work Completed,Work Complete,,8/24/2023,2023-08-25,7/12/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7136,Inspector 7135,0,1,1900,1,Each,
860042,Reinspection,Work Completed,Work Complete,,8/24/2023,2023-08-25,7/28/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7136,Inspector 7135,0,1,1900,1,Each,
588486,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-29,5/28/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
856782,Inspection,Work Completed,Work Complete,,8/23/2023,2023-08-30,8/8/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
798181,Inspection,Work Completed,Work Complete,,8/23/2023,2023-09-13,7/28/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
798181,Inspection,Work Completed,Work Complete,,8/23/2023,2023-09-13,7/28/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
856092,Inspection,Work Completed,Work Complete,,8/23/2023,2023-09-01,6/13/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,0,1,1200,1,Each,
692141,Inspection,Work Completed,Work Complete,,8/23/2023,2023-08-25,7/9/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
692141,Inspection,Work Completed,Work Complete,,8/23/2023,2023-08-25,7/9/2023,Existing Equipment,Installer 7135,Inspector 7138,1,0,0,1,Each,
859428,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-24,7/12/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7136,Inspector 7135,0,1,1900,1,Each,
860042,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-24,7/28/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7136,Inspector 7135,0,1,1900,1,Each,
845248,Inspection,Work Completed,Work Complete,,8/23/2023,2023-09-05,8/3/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,800,1,Each,
845248,Inspection,Work Completed,Work Complete,,8/23/2023,2023-09-05,8/3/2023,Existing Equipment,Installer 7135,Inspector 7135,1,0,0,1,Each,
784989,Reinspection,Work Completed,Work Complete,,8/22/2023,2023-08-24,6/29/2023,Pool Cover,Installer 7541,Inspector 7138,1,0,14507,1,Each,
784989,Reinspection,Work Completed,Work Complete,,8/22/2023,2023-08-24,6/29/2023,Pool Cover,Installer 7541,Inspector 7138,1,0,2856,1,Each,
650701,Reinspection,Work Completed,Work Complete,,8/22/2023,2023-08-24,5/27/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
693855,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,6/11/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7137,Inspector 7135,1,0,2000,1,Each,
524686,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,4/1/2023,"HW Heater Pipe Sleeve, Indoor",Installer 7137,Inspector 7135,1,0,150,1,Each,
524686,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,4/1/2023,Water Heater Installation,Installer 7137,Inspector 7135,1,0,675,1,Each,
693725,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,5/26/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7137,Inspector 7135,0,1,2000,1,Each,
693613,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,5/3/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7137,Inspector 7135,0,1,2000,1,Each,
693538,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,1/16/2023,"Small Tankless Water Heater, Tier 4 (UEF>=0.96), High Draw",Installer 7137,Inspector 7135,1,0,2000,1,Each,
945251,Inspection,Work Completed,Work Complete,,8/22/2023,2023-09-14,8/21/2023,ENERGY STAR® Solar Thermal Water Heating System,Installer 7135,Inspector 7138,1,0,4500,1,Each,
945214,Inspection,Work Completed,Work Complete,,8/22/2023,2023-09-07,8/21/2023,ENERGY STAR® Solar Thermal Water Heating System,Installer 7135,Inspector 7138,1,0,4500,1,Each,
947655,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-25,7/28/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,380,1,Each,
947655,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-25,7/28/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,380,1,Each,
947655,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-25,7/28/2023,Smart Hose Bib Controller,Installer 7137,Inspector 7138,1,0,130,1,Each,
947599,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-31,7/10/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,380,1,Each,
947599,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-31,7/10/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,380,1,Each,
947599,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-31,7/10/2023,Smart Hose Bib Controller,Installer 7137,Inspector 7138,1,0,130,1,Each,
947599,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-31,7/10/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7137,Inspector 7138,1,0,330,1,Each,
947543,Inspection,Work Completed,Work Complete,,9/1/2023,2023-09-01,6/19/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7135,1,0,380,1,Each,
947450,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-25,5/25/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,380,1,Each,
947450,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-25,5/25/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,380,1,Each,
947450,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-25,5/25/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7137,Inspector 7138,1,0,330,1,Each,
947394,Inspection,Work Completed,Work Complete,,9/5/2023,2023-09-05,5/26/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7135,1,0,380,1,Each,
947394,Inspection,Work Completed,Work Complete,,9/5/2023,2023-09-05,5/26/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7137,Inspector 7135,1,0,330,1,Each,
947394,Inspection,Work Completed,Work Complete,,9/5/2023,2023-09-05,5/26/2023,Smart Hose Bib Controller,Installer 7137,Inspector 7135,1,0,130,1,Each,
947338,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-31,3/31/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,380,1,Each,
947338,Inspection,Work Completed,Work Complete,,8/22/2023,2023-08-31,3/31/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7137,Inspector 7138,1,0,330,1,Each,
947319,Inspection,Work Completed,Work Complete,,9/1/2023,2023-09-01,4/12/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7137,Inspector 7135,1,0,425,1,Each,
947319,Inspection,Work Completed,Work Complete,,9/1/2023,2023-09-01,4/12/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7137,Inspector 7135,1,0,425,1,Each,
891514,Reinspection,Work Completed,Work Complete,,8/22/2023,2023-08-23,7/13/2023,"Small Tankless Water Heater, Tier 1 (UEF>=0.81), High Draw",Installer 7137,Inspector 7135,1,0,2000,1,Each,
524761,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,4/23/2023,"HW Heater Pipe Sleeve, Indoor",Installer 7137,Inspector 7135,1,0,240,1,Each,
524761,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,4/23/2023,"Small Tankless Water Heater, Tier 1 (UEF>=0.81), High Draw",Installer 7137,Inspector 7135,0,1,2000,1,Each,
524742,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,4/9/2023,"HW Heater Pipe Sleeve, Indoor",Installer 7137,Inspector 7135,1,0,150,1,Each,
524742,Reinspection,Work Completed,Work Complete,,8/23/2023,2023-08-23,4/9/2023,"Small Tankless Water Heater, Tier 1 (UEF>=0.81), High Draw",Installer 7137,Inspector 7135,1,0,2000,1,Each,
790150,Inspection,Work Completed,Work Complete,,8/22/2023,2023-09-05,7/26/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,1200,1,Each,
790150,Inspection,Work Completed,Work Complete,,8/22/2023,2023-09-05,7/26/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,1200,1,Each,
525376,Reinspection,Work Completed,Work Complete,,8/22/2023,2023-08-22,5/31/2023,"Low Flow Showerhead, 1.5 gpm",Installer 7137,Inspector 7135,2,0,120,2,Each,
525376,Reinspection,Work Completed,Work Complete,,8/22/2023,2023-08-22,5/31/2023,Residential Smart Thermostat - DI,Installer 7137,Inspector 7135,1,0,210,1,Each,
694377,Reinspection,Work Completed,Work Complete,,8/21/2023,2023-08-24,5/30/2023,Residential Smart Thermostat - DI,Installer 7137,Inspector 7135,0,1,210,1,Each,
671197,Reinspection,Work Completed,Work Complete,,8/21/2023,2023-08-24,6/9/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
362188,Reinspection,Work Completed,Work Complete,,8/22/2023,2023-08-30,3/28/2023,"Faucet Aerator, Bathroom Sink, 1.0 gpm - SF",Installer 7137,Inspector 7138,0,5,40,5,Each, Attempt 1
787542,Inspection,Work Completed,Work Complete,,8/21/2023,2023-09-14,7/25/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1200,1,Each,
762052,Inspection,Work Completed,Work Complete,,8/21/2023,2023-08-24,7/20/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
929767,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
929767,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
929581,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
929581,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
929394,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
929394,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
929189,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
929189,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
929003,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
928798,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
928798,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/17/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
928612,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/16/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
928425,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/16/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
928425,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/16/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
928220,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/16/2023,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
928220,Inspection,Work Completed,Work Complete,,8/18/2023,2023-09-21,3/16/2023,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
